,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,install_clean,size_kb
10238,Barca News - app for Barcelona FC Fans,SPORTS,4.5,207,4.5,"10,000+",Free,0.0,Everyone,Sports,2017-11-13,2,4.0 and up,10000,False
10239,FC Barcelona Fantasy Manager: Real football mobile,SPORTS,4.4,15221,30.0,"1,000,000+",Free,0.0,Everyone,Sports,2017-10-02,7,4.0.3 and up,1000000,False
10240,Classic FC 64 IN 1,FAMILY,4.2,1749,6.2,"100,000+",Free,0.0,Everyone,Casual,2017-12-29,1,2.3 and up,100000,False
10241,FC Barcelona Official Keyboard,SPORTS,4.7,5229,20.0,"500,000+",Free,0.0,Everyone,Sports,2018-05-17,2,4.1 and up,500000,False
10242,Barcelona Live 2018—Goals & News for Barca FC Fans,SPORTS,4.6,342,38.0,"10,000+",Free,0.0,Everyone,Sports,2018-08-06,2,4.2 and up,10000,False
10243,Barcelona News - Sportfusion,SPORTS,4.4,382,20.0,"10,000+",Free,0.0,Everyone,Sports,2018-03-06,3,4.1 and up,10000,False
10244,Barcelona Calendar,SPORTS,4.4,670,3.1,"10,000+",Free,0.0,Everyone,Sports,2017-11-17,2,4.0.3 and up,10000,False
10245,"Barca News - FC Barcelona, World Foot & Transfers",SPORTS,4.8,160,6.4,"10,000+",Free,0.0,Everyone,Sports,2018-08-04,4,4.1 and up,10000,False
10246,FC Bayern Munich,SPORTS,4.6,37140,71.0,"1,000,000+",Free,0.0,Everyone,Sports,2018-08-01,1,4.1 and up,1000000,False
10247,FC BARCELONA EVENTS,SPORTS,4.3,6,11.0,100+,Free,0.0,Everyone,Sports,2018-04-22,v2,4.1 and up,100,False
10248,Cambridge English FC,FAMILY,4.4,761,11.0,"50,000+",Free,0.0,Everyone,Education,2016-10-06,2,4.0 and up,50000,False
10249,Barcelona Live - Goal Score & News for Barca Fans,SPORTS,4.4,38,2.6,"10,000+",Free,0.0,Everyone,Sports,2017-08-17,1,4.0 and up,10000,False
10250,Seattle Sounders FC,SPORTS,3.3,974,33.0,"10,000+",Free,0.0,Everyone,Sports,2018-08-01,2018,4.1 and up,10000,False
10251,FCB Connect - FC Barcelona,SOCIAL,4.5,795,21.0,"50,000+",Free,0.0,Teen,Social,2018-06-07,2,4.1 and up,50000,False
10252,1. FC Köln App,SPORTS,4.6,2019,41.0,"100,000+",Free,0.0,Everyone,Sports,2018-07-20,1,4.4 and up,100000,False
10254,FC Porto,SPORTS,4.9,15883,21.0,"100,000+",Free,0.0,Everyone,Sports,2018-06-19,2,4.0.3 and up,100000,False
10255,Fulham FC,SPORTS,4.3,401,2.8,"10,000+",Free,0.0,Everyone,Sports,2017-08-09,5,2.3 and up,10000,False
10257,Chelsea FC Official Keyboard,PRODUCTIVITY,4.5,91397,14.0,"1,000,000+",Free,0.0,Everyone,Productivity,2018-07-03,3,5.0 and up,1000000,False
10258,Burnley FC,SPORTS,4.9,195,29.0,"5,000+",Free,0.0,Everyone,Sports,2018-08-01,2018,4.4 and up,5000,False
10259,Atlanta United FC,SPORTS,3.7,215,76.0,"10,000+",Free,0.0,Everyone,Sports,2018-06-28,2,4.4 and up,10000,False
10260,Barcelona Wallpaper HD,PERSONALIZATION,4.5,93,5.7,"10,000+",Free,0.0,Everyone,Personalization,2018-02-28,1,4.1 and up,10000,False
10261,Sydney FC Official App,SPORTS,4.6,57,17.0,"5,000+",Free,0.0,Everyone,Sports,2018-06-26,3,4.1 and up,5000,False
10262,Birmingham City FC,SPORTS,4.5,191,28.0,"10,000+",Free,0.0,Everyone,Sports,2018-08-01,2018,4.4 and up,10000,False
10263,FC Browser - Focus Privacy Browser,COMMUNICATION,4.1,26,4.6,"1,000+",Free,0.0,Everyone,Communication,2017-11-24,1,5.0 and up,1000,False
10266,Noticias FC Barcelona,NEWS_AND_MAGAZINES,5.0,4,3.1,100+,Free,0.0,Everyone,News & Magazines,2018-06-15,1,4.4 and up,100,False
10267,Toronto FC,SPORTS,3.4,144,79.0,"10,000+",Free,0.0,Teen,Sports,2018-05-11,4,4.3 and up,10000,False
10268,Middlesbrough FC Official,SPORTS,4.5,152,36.0,"10,000+",Free,0.0,Everyone,Sports,2018-05-29,2018,4.4 and up,10000,False
10269,The 5th Stand,SPORTS,4.8,1697,17.0,"100,000+",Free,0.0,Everyone,Sports,2018-07-31,1,4.4 and up,100000,False
10270,Galaxian(FC),GAME,4.5,2,7.8,100+,Paid,1.99,Everyone,Arcade,2015-11-13,1,2.3 and up,100,False
10271,FC Red Bull Salzburg App,SPORTS,4.5,1526,89.0,"50,000+",Free,0.0,Everyone,Sports,2018-08-07,4,5.0 and up,50000,False
10272,FC Zenit official Android app,SPORTS,4.5,5675,49.0,"100,000+",Free,0.0,Everyone,Sports,2018-04-18,3,4.1 and up,100000,False
10273,Fan App for Portsmouth FC,SPORTS,4.5,53,12.0,"1,000+",Free,0.0,Teen,Sports,2016-08-06,60816,4.2 and up,1000,False
10274,Latest Barcelona News 24h,NEWS_AND_MAGAZINES,4.5,104,3.0,"10,000+",Free,0.0,Everyone,News & Magazines,2018-01-06,1,4.0 and up,10000,False
10275,Mobile FC,SPORTS,4.1,5015,57.0,"100,000+",Free,0.0,Everyone,Sports,2018-05-25,125,4.0.3 and up,100000,False
10276,"FirstCry Baby & Kids Shopping, Fashion & Parenting",SHOPPING,4.1,41074,16.0,"5,000,000+",Free,0.0,Everyone,Shopping,2018-06-27,68,4.1 and up,5000000,False
10277,Fan App for Reading FC,SPORTS,3.6,9,13.0,500+,Free,0.0,Teen,Sports,2016-08-06,60816,4.2 and up,500,False
10278,Deportivo Toluca FC,SPORTS,4.7,2317,5.9,"50,000+",Free,0.0,Everyone,Sports,2018-07-26,2,5.0 and up,50000,False
10279,Underdog FC,SPORTS,4.6,216,40.0,"10,000+",Free,0.0,Everyone,Sports,2018-08-02,23,4.1 and up,10000,False
10280,Las Vegas Lights FC,SPORTS,4.9,10,14.0,500+,Free,0.0,Everyone,Sports,2018-03-09,2,4.0.3 and up,500,False
10282,FD Shift Calendar Widget,TOOLS,4.1,981,0.073,"100,000+",Free,0.0,Everyone,Tools,2011-03-16,1,1.6 and up,100000,True
10283,Bank FD Interest Calculator,FINANCE,4.5,166,3.5,"10,000+",Free,0.0,Everyone,Finance,2018-01-07,2,4.0.3 and up,10000,False
10284,FD VR Video Player - (Stored),FAMILY,3.9,751,17.0,"100,000+",Free,0.0,Everyone,Entertainment,2016-11-30,3,4.4 and up,100000,False
10285,FD Mobile,FAMILY,3.9,53,7.9,"5,000+",Free,0.0,Everyone,Entertainment,2017-09-20,2,4.0.3 and up,5000,False
10286,Formula DRIFT,SPORTS,4.6,169,19.0,"10,000+",Free,0.0,Everyone,Sports,2018-07-27,2,4.0.3 and up,10000,False
10287,FD VR - Virtual 3D Web Browser,FAMILY,3.8,729,30.0,"100,000+",Free,0.0,Everyone,Entertainment,2018-03-09,4,4.4 and up,100000,False
10288,FD Community FCU Mobile,FINANCE,4.7,175,12.0,"1,000+",Free,0.0,Everyone,Finance,2018-06-12,5,5.0 and up,1000,False
10289,Female Daily,BEAUTY,3.9,4354,42.0,"100,000+",Free,0.0,Teen,Beauty,2018-08-06,2,4.0.3 and up,100000,False
10290,FD VR - Virtual App Launcher,LIBRARIES_AND_DEMO,4.1,1463,7.4,"100,000+",Free,0.0,Everyone,Libraries & Demo,2016-11-30,3,4.4 and up,100000,False
10291,FD VR Player - for 360 Youtube,FAMILY,3.9,100,9.1,"10,000+",Free,0.0,Everyone,Entertainment,2016-11-30,3,4.4 and up,10000,False
10292,FD VR Store -VR Games and Apps,FAMILY,4.0,105,7.5,"10,000+",Free,0.0,Everyone,Simulation,2016-11-30,3,4.4 and up,10000,False
10293,Policy And FD Manager,FINANCE,4.3,20,4.8,500+,Free,0.0,Everyone,Finance,2018-06-09,14,4.4 and up,500,False
10294,FD VR - Virtual Reality Camera,FAMILY,4.0,1007,7.4,"100,000+",Free,0.0,Everyone,Entertainment,2016-11-30,3,4.4 and up,100000,False
10295,Sports Lite,SPORTS,4.4,16,4.9,"1,000+",Free,0.0,Everyone,Sports,2018-07-31,1,4.0.3 and up,1000,False
10296,FD VR Theater - for Youtube VR,FAMILY,4.1,4585,9.1,"1,000,000+",Free,0.0,Everyone,Entertainment,2016-11-30,3,4.4 and up,1000000,False
10297,Story Time FD,FAMILY,5.0,2,4.2,10+,Free,0.0,Everyone 10+,Simulation,2016-03-25,1,1.6 and up,10,False
10298,FD Calculator | Term Deposit | Fixed Deposit,FINANCE,4.8,12,2.7,"1,000+",Free,0.0,Everyone,Finance,2018-06-13,2,5.0 and up,1000,False
10300,Financial Calculator India,FINANCE,4.6,13819,3.9,"1,000,000+",Free,0.0,Everyone,Finance,2018-07-04,3,4.0 and up,1000000,False
10301,"FD Calculator (EMI, SIP, RD & Loan Eligilibility)",FINANCE,5.0,104,2.3,"1,000+",Free,0.0,Everyone,Finance,2018-08-07,2,4.1 and up,1000,False
10302,FD VR Cardboard Featured 360 Videos,FAMILY,4.2,76,35.0,"10,000+",Free,0.0,Everyone,Entertainment,2017-12-19,4,4.4 and up,10000,False
10303,"EMI, FD, RD - Bank Calculator",FINANCE,4.7,42,3.5,"5,000+",Free,0.0,Everyone,Finance,2017-04-02,2,4.1 and up,5000,False
10304,FD VR Player - for Youtube 3D,FAMILY,4.0,2378,9.1,"500,000+",Free,0.0,Everyone,Entertainment,2016-11-30,3,4.4 and up,500000,False
10305,RD/FD Calculator,FINANCE,4.4,92,1.5,"10,000+",Free,0.0,Everyone,Finance,2017-01-31,1,4.0.3 and up,10000,False
10306,FD VR Music Videos - MTV Pop and Rap in 360,FAMILY,4.9,15,26.0,"1,000+",Free,0.0,Everyone,Entertainment,2017-12-19,4,4.4 and up,1000,False
10307,FD VR - Virtual Photo Gallery,FAMILY,3.5,179,7.4,"10,000+",Free,0.0,Everyone,Entertainment,2016-11-30,3,4.4 and up,10000,False
10308,Fix Deposit Calculator (FD),FINANCE,4.1,7,2.1,"1,000+",Free,0.0,Everyone,Finance,2018-02-06,1,4.0.3 and up,1000,False
10309,FD Interest Calculator,FINANCE,4.2,17,4.7,"5,000+",Free,0.0,Everyone,Finance,2015-01-18,2,3.0 and up,5000,False
10310,Deposit Calculator FD & RD,FINANCE,4.4,18,3.4,"10,000+",Free,0.0,Everyone,Finance,2017-01-21,1,3.0 and up,10000,False
10312,Banking Calculator,FINANCE,4.5,3704,4.6,"100,000+",Free,0.0,Everyone,Finance,2018-03-20,34,2.3 and up,100000,False
10313,FD e-paper,NEWS_AND_MAGAZINES,3.1,183,7.1,"10,000+",Free,0.0,Everyone,News & Magazines,2018-07-04,2,4.1 and up,10000,False
10315,EMI/FD/RD/PV/IRR/BEP/EOQ Calc,FINANCE,4.5,58,2.7,"10,000+",Free,0.0,Everyone,Finance,2015-12-09,1,3.0 and up,10000,False
10316,EMI Calculator | FD Calculator | RD calculator,FINANCE,4.6,106,4.4,"10,000+",Free,0.0,Everyone,Finance,2018-03-19,5,4.0.3 and up,10000,False
10317,LineStar for FanDuel,SPORTS,4.3,1539,14.0,"50,000+",Free,0.0,Teen,Sports,2018-06-06,3,4.0.3 and up,50000,False
10318,HD Video Download for Facebook,VIDEO_PLAYERS,4.4,20755,17.0,"1,000,000+",Free,0.0,Everyone,Video Players & Editors,2018-03-16,4,4.1 and up,1000000,False
10320,Santa Fe FCU Mobile Banking,FINANCE,4.3,12,9.0,"1,000+",Free,0.0,Everyone,Finance,2018-01-22,1,4.0 and up,1000,False
10321,FE Connect,TOOLS,4.8,24,4.5,"5,000+",Free,0.0,Everyone,Tools,2017-09-14,2,4.0.3 and up,5000,False
10322,FE Civil Engineering Exam Prep,FAMILY,2.8,9,21.0,"1,000+",Free,0.0,Everyone,Education,2018-07-27,5,5.0 and up,1000,False
10323,FE CREDIT - TET VUI,FINANCE,4.1,125,15.0,"50,000+",Free,0.0,Everyone,Finance,2018-03-06,1,4.1 and up,50000,False
10324,FE Mechanical Engineering Prep,FAMILY,1.0,2,21.0,"1,000+",Free,0.0,Everyone,Education,2018-07-27,5,5.0 and up,1000,False
10325,FE Mobile,BUSINESS,3.0,2,8.0,10+,Free,0.0,Everyone,Business,2018-07-10,1,4.1 and up,10,False
10326,Comunidad De Fe Minitries,LIFESTYLE,5.0,19,11.0,500+,Free,0.0,Everyone,Lifestyle,2018-03-01,1,4.1 and up,500,False
10327,Garena Free Fire,GAME,4.5,5534114,53.0,"100,000,000+",Free,0.0,Teen,Action,2018-08-03,1,4.0.3 and up,100000000,False
10335,Safe Santa Fe,FAMILY,5.0,2,12.0,"1,000+",Free,0.0,Everyone,Education,2016-07-04,1,4.0 and up,1000,False
10336,Santa Fe New Mexican e-Edition,NEWS_AND_MAGAZINES,4.1,25,17.0,"1,000+",Free,0.0,Everyone,News & Magazines,2018-06-21,4,4.1 and up,1000,False
10340,Note FE Theme And Launcher For Samsung Galaxy,PERSONALIZATION,4.4,7,9.8,"1,000+",Free,0.0,Everyone,Personalization,2017-08-28,1,4.0 and up,1000,False
10341,FE CPS,FINANCE,3.0,62,17.0,"10,000+",Free,0.0,Everyone,Finance,2017-06-26,0,4.0 and up,10000,False
10343,Santa Fe Indian Market,FAMILY,3.8,4,30.0,500+,Free,0.0,Everyone,Entertainment,2018-07-23,5,5.0 and up,500,False
10345,Repair Hyundai Santa Fe,AUTO_AND_VEHICLES,3.9,22,97.0,"1,000+",Free,0.0,Everyone,Auto & Vehicles,2018-01-31,1,4.0 and up,1000,False
10349,Santa Fe Thrive,HEALTH_AND_FITNESS,5.0,2,8.3,50+,Free,0.0,Everyone,Health & Fitness,2018-07-09,4,4.1 and up,50,False
10353,Theme for Samsung Galaxy Note FE,PERSONALIZATION,4.5,52,7.9,"10,000+",Free,0.0,Everyone,Personalization,2017-07-04,1,2.3.3 and up,10000,False
10357,Ríos de Fe,LIFESTYLE,5.0,141,15.0,"1,000+",Free,0.0,Everyone,Lifestyle,2018-03-24,1,4.1 and up,1000,False
10360,FG Mobile,FAMILY,3.3,130,13.0,"5,000+",Free,0.0,Everyone,Education,2017-12-21,2,4.0 and up,5000,False
10362,Burn Your Fat With Me! FG,HEALTH_AND_FITNESS,4.5,38487,60.0,"1,000,000+",Free,0.0,Teen,Health & Fitness,2018-07-03,5,4.1 and up,1000000,False
10363,FG On-The-Go,TOOLS,4.9,55,25.0,"1,000+",Free,0.0,Everyone,Tools,2018-06-29,2,4.1 and up,1000,False
10370,BROTHER IN WARS: GUNNER CITY WARLORDS,GAME,4.3,8649,39.0,"1,000,000+",Free,0.0,Teen,Action,2018-07-26,1,4.2 and up,1000000,False
10371,Angry Birds Space HD,GAME,4.5,43645,46.0,"5,000,000+",Free,0.0,Everyone,Arcade,2018-05-25,2,4.1 and up,5000000,False
10372,Survival Prison Escape v2: Free Action Game,FAMILY,4.1,44027,52.0,"5,000,000+",Free,0.0,Mature 17+,Strategy,2018-02-21,1,2.3 and up,5000000,False
10373,FG VOC,BUSINESS,4.8,6,7.7,"1,000+",Free,0.0,Everyone,Business,2018-08-07,2,4.1 and up,1000,False
10374,Police Car Driver,GAME,3.8,83671,30.0,"10,000,000+",Free,0.0,Everyone 10+,Racing,2018-05-04,9,4.1 and up,10000000,False
10375,Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,164,17.0,"10,000+",Free,0.0,Everyone,Action,2017-08-23,1,2.3 and up,10000,False
10376,Moto Fighter 3D,GAME,3.9,85410,39.0,"10,000,000+",Free,0.0,Everyone 10+,Racing,2017-09-20,20170920,4.1 and up,10000000,False
10378,BMX Boy,GAME,4.2,839206,12.0,"50,000,000+",Free,0.0,Everyone,Racing,2017-09-20,1,4.1 and up,50000000,False
10379,Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,20364,45.0,"5,000,000+",Free,0.0,Everyone,Racing,2018-07-12,1,4.1 and up,5000000,False
10380,POLARIS 2MFG,FAMILY,4.8,1228,29.0,"10,000+",Free,0.0,Everyone,Education,2018-03-28,1,4.1 and up,10000,False
10381,Gun Disassembly 2,FAMILY,4.1,26347,48.0,"1,000,000+",Free,0.0,Everyone 10+,Entertainment,2017-09-15,14,2.2 and up,1000000,False
10382,Fields of Battle,GAME,4.1,71476,50.0,"1,000,000+",Free,0.0,Everyone 10+,Action,2018-04-21,2,4.0 and up,1000000,False
10384,Ambulance Simulator 3D,FAMILY,3.9,29415,66.0,"1,000,000+",Free,0.0,Mature 17+,Simulation,2016-12-11,2,2.3 and up,1000000,False
10385,Leghe Fantagazzetta,SPORTS,4.1,79464,27.0,"1,000,000+",Free,0.0,Everyone,Sports,2018-08-06,5,4.4 and up,1000000,False
10386,Police Car Driving Sim,FAMILY,4.1,72522,51.0,"10,000,000+",Free,0.0,Everyone,Simulation,2018-04-10,1,2.3.3 and up,10000000,False
10387,Toy Attack,GAME,4.2,3878,69.0,"500,000+",Free,0.0,Everyone,Action,2018-04-04,1,4.0.3 and up,500000,False
10388,Field Goal Tournament,SPORTS,3.7,2980,21.0,"100,000+",Free,0.0,Everyone,Sports,2015-09-01,1,2.3 and up,100000,False
10389,Ghost In Photo,PHOTOGRAPHY,3.9,28429,14.0,"5,000,000+",Free,0.0,Teen,Photography,2018-03-16,2,2.3 and up,5000000,False
10390,Disney Princess Palace Pets,FAMILY,3.9,60097,19.0,"1,000,000+",Free,0.0,Everyone,Entertainment;Pretend Play,2018-02-10,5,4.2 and up,1000000,False
10391,Police VAZ LADA Simulator,FAMILY,3.6,3502,61.0,"500,000+",Free,0.0,Teen,Simulation,2016-09-11,1,2.3 and up,500000,False
10392,Scary Video Maker,FAMILY,3.7,9296,28.0,"500,000+",Free,0.0,Teen,Entertainment,2018-07-24,1,4.1 and up,500000,False
10393,SnowMobile Parking Adventure,GAME,3.6,12257,49.0,"1,000,000+",Free,0.0,Everyone,Racing,2016-09-09,1,2.3 and up,1000000,False
10394,PBS KIDS Games,FAMILY,4.3,12919,94.0,"1,000,000+",Free,0.0,Everyone,Educational;Education,2018-06-06,1,4.4 and up,1000000,False
10395,Zombie Sniper 3D III,GAME,3.9,8122,23.0,"500,000+",Free,0.0,Mature 17+,Action,2017-02-28,1,2.3 and up,500000,False
10396,Family Guy- Another Freakin' Mobile Game,FAMILY,4.5,221691,94.0,"5,000,000+",Free,0.0,Teen,Puzzle,2018-08-06,1,4.0.3 and up,5000000,False
10397,FH WiFiCam,PHOTOGRAPHY,2.6,201,2.5,"10,000+",Free,0.0,Everyone,Photography,2017-05-02,2,4.1 and up,10000,False
10398,HD Themes Volvo FH Trucks,PERSONALIZATION,4.4,40,13.0,"5,000+",Free,0.0,Teen,Personalization,2016-06-21,1,2.3.3 and up,5000,False
10400,Familial Hypercholesterolaemia Handbook,MEDICAL,1.0,2,33.0,100+,Free,0.0,Everyone,Medical,2018-07-02,2,4.1 and up,100,False
10405,Wallpapers Volvo FH 16 Trucks,PERSONALIZATION,4.2,13,15.0,"1,000+",Free,0.0,Teen,Personalization,2016-06-18,1,2.3.3 and up,1000,False
10406,Puzzles Volvo FH 16 Trucks,FAMILY,4.8,10,8.2,"1,000+",Free,0.0,Teen,Puzzle,2016-12-02,1,4.0 and up,1000,False
10407,Jigsaw Volvo FH 16 Trucks,FAMILY,5.0,5,8.1,"1,000+",Free,0.0,Teen,Puzzle,2016-12-01,1,4.0 and up,1000,False
10408,Shoot Hunter-Gun Killer,GAME,4.3,320334,27.0,"50,000,000+",Free,0.0,Teen,Action,2018-08-08,1,4.1 and up,50000000,False
10410,FH® Cost Lookup / FH® CCSalud,MEDICAL,4.5,30,4.1,"1,000+",Free,0.0,Everyone,Medical,2017-06-21,4,4.0.3 and up,1000,False
10412,FH App,BUSINESS,4.9,27,6.0,100+,Free,0.0,Everyone,Business,2018-07-26,1,4.0 and up,100,False
10416,FH School,FAMILY,5.0,4,5.8,100+,Free,0.0,Everyone,Education,2018-04-11,1,4.0.3 and up,100,False
10419,Fast Motorcycle Driver 2016,GAME,4.2,28151,49.0,"1,000,000+",Free,0.0,Everyone 10+,Racing,2016-12-25,1,2.3.3 and up,1000000,False
10420,Wallpapers Volvo FH Truck,PERSONALIZATION,4.2,4,14.0,100+,Free,0.0,Teen,Personalization,2016-07-31,1,2.3.3 and up,100,False
10423,Angry Shark 2016,FAMILY,4.0,73185,46.0,"5,000,000+",Free,0.0,Teen,Simulation,2017-11-01,1,4.0 and up,5000000,False
10424,First Hawaiian Bank Mobile,FINANCE,2.1,232,29.0,"10,000+",Free,0.0,Everyone,Finance,2018-05-09,18,5.0 and up,10000,False
10426,Strike! Ten Pin Bowling,SPORTS,4.2,18584,49.0,"5,000,000+",Free,0.0,Everyone,Sports,2018-06-27,1,4.1 and up,5000000,False
10428,My Truck,TOOLS,2.5,247,8.2,"10,000+",Free,0.0,Everyone,Tools,2017-03-15,1,4.2 and up,10000,False
10429,Talking Tom Bubble Shooter,FAMILY,4.4,687136,54.0,"50,000,000+",Free,0.0,Everyone,Casual,2018-05-25,1,4.1 and up,50000000,False
10430,Forgotten Hill: Fall,GAME,4.4,1063,18.0,"50,000+",Free,0.0,Teen,Adventure,2017-10-30,1,3.0 and up,50000,False
10431,Forgotten Hill Mementoes,GAME,4.6,2027,56.0,"100,000+",Free,0.0,Teen,Adventure,2018-03-19,1,4.1 and up,100000,False
10434,Talking Husky Dog,FAMILY,4.4,26545,40.0,"1,000,000+",Free,0.0,Everyone,Casual,2018-07-20,2,4.1 and up,1000000,False
10435,Bubble Bird Rescue,FAMILY,4.2,70753,14.0,"5,000,000+",Free,0.0,Everyone,Puzzle,2018-08-07,1,4.0.3 and up,5000000,False
10436,Forgotten Hill: Surgery,GAME,4.5,2431,24.0,"100,000+",Free,0.0,Teen,Adventure,2017-11-03,1,3.0 and up,100000,False
10437,Real Airplane Flight Simulator: Pilot Games,FAMILY,3.3,21735,37.0,"1,000,000+",Free,0.0,Everyone,Simulation,2018-07-11,1,4.0 and up,1000000,False
10440,Forgotten Hill: Puppeteer,GAME,4.5,2917,22.0,"100,000+",Free,0.0,Teen,Adventure,2017-10-30,2,2.3 and up,100000,False
10441,Airplane Fly Hawaii,FAMILY,4.1,83427,16.0,"1,000,000+",Free,0.0,Everyone,Simulation,2015-01-30,2,4.1 and up,1000000,False
10442,FiSwitch,TOOLS,4.8,615,2.0,"10,000+",Paid,1.99,Everyone,Tools,2018-07-24,5,5.0 and up,10000,False
10443,Signal Info,TOOLS,4.6,424,3.5,"10,000+",Free,0.0,Everyone,Tools,2017-12-19,0,6.0 and up,10000,False
10444,Signal Spy - Monitor Signal Strength & Data Usage,TOOLS,4.4,875,8.5,"100,000+",Free,0.0,Everyone,Tools,2017-12-31,1,5.1 and up,100000,False
10445,Wi-Fi Auto-connect,COMMUNICATION,3.8,15036,0.253,"1,000,000+",Free,0.0,Everyone,Communication,2015-08-01,1,1.6 and up,1000000,True
10446,Smart Wi-Fi Hotspot PRO,COMMUNICATION,3.7,197,0.957,"10,000+",Paid,2.99,Everyone,Communication,2016-02-10,1,2.2 and up,10000,True
10448,Portable Wi-Fi hotspot Premium,COMMUNICATION,3.7,481,0.42,"10,000+",Paid,0.99,Everyone,Communication,2015-12-16,1,2.3 and up,10000,True
10449,Avast Wi-Fi Finder,PRODUCTIVITY,4.3,37277,13.0,"1,000,000+",Free,0.0,Everyone,Productivity,2018-02-26,2,4.0.3 and up,1000000,False
10450,Police Field Interview FI Card,PRODUCTIVITY,4.5,112,2.4,"1,000+",Paid,7.99,Everyone,Productivity,2017-03-16,3,4.0.3 and up,1000,False
10451,LG Hi-Fi Plus Manager,TOOLS,3.5,154,3.4,"10,000+",Free,0.0,Everyone,Tools,2016-09-06,5,6.0 and up,10000,False
10452,WeFi - Free Fast WiFi Connect & Find Wi-Fi Map,COMMUNICATION,4.0,13469,5.1,"1,000,000+",Free,0.0,Everyone,Communication,2018-06-05,4,4.0 and up,1000000,False
10454,Safe Wi-Fi,PRODUCTIVITY,2.9,32,9.7,"1,000+",Free,0.0,Everyone,Productivity,2018-08-03,1,4.4 and up,1000,False
10455,[root] Pry-Fi,TOOLS,3.9,6736,0.072,"500,000+",Free,0.0,Everyone,Tools,2014-02-02,1,4.2 and up,500000,True
10457,WiFi Monitor Pro - analyzer of Wi-Fi networks,TOOLS,4.6,85,2.4,"1,000+",Paid,2.99,Everyone,Tools,2018-07-05,1,4.0 and up,1000,False
10458,Candy simply-Fi,LIFESTYLE,2.1,2390,35.0,"100,000+",Free,0.0,Everyone,Lifestyle,2018-07-17,1,4.4 and up,100000,False
10459,SCI-FI UI,FAMILY,4.7,15,3.9,100+,Paid,1.99,Everyone,Entertainment,2018-04-16,0,1.6 and up,100,False
10460,Wi-Fi Rabbit Unlock Key,TOOLS,4.5,142,0.026,"5,000+",Paid,1.0,Everyone,Tools,2011-06-26,1,2.1 and up,5000,True
10461,Wi-Fi settings shortcut,TOOLS,4.1,479,0.029,"50,000+",Free,0.0,Everyone,Tools,2013-12-13,1,1.6 and up,50000,True
10462,Wi-Fi Master,TOOLS,4.5,3673,5.8,"500,000+",Free,0.0,Everyone,Tools,2018-07-24,1,4.1 and up,500000,False
10463,Micro Fi,FAMILY,3.7,39,2.8,"5,000+",Free,0.0,Everyone,Education,2014-02-12,2,2.3.3 and up,5000,False
10464,fi,FAMILY,2.9,691,5.8,"100,000+",Free,0.0,Everyone,Strategy,2016-06-08,1,4.0 and up,100000,False
10465,Portable Wi-Fi hotspot Free,COMMUNICATION,4.0,1711,2.1,"100,000+",Free,0.0,Everyone,Communication,2018-01-11,1,2.3 and up,100000,False
10466,Wi-Fi Networks,PRODUCTIVITY,4.2,115,1.4,"10,000+",Free,0.0,Everyone,Productivity,2015-10-05,1,4.1 and up,10000,False
10467,FI CFL,FINANCE,3.7,112,3.9,"10,000+",Free,0.0,Everyone,Finance,2018-07-05,1,5.0 and up,10000,False
10468,Tassa.fi Finland,LIFESTYLE,3.6,346,7.5,"50,000+",Free,0.0,Everyone,Lifestyle,2018-05-22,5,4.0 and up,50000,False
10469,TownWiFi | Wi-Fi Everywhere,COMMUNICATION,3.9,2372,58.0,"500,000+",Free,0.0,Everyone,Communication,2018-08-02,4,4.2 and up,500000,False
10470,Jazz Wi-Fi,COMMUNICATION,3.4,49,4.0,"10,000+",Free,0.0,Everyone,Communication,2017-02-10,0,2.3 and up,10000,False
10471,Xposed Wi-Fi-Pwd,PERSONALIZATION,3.5,1042,0.404,"100,000+",Free,0.0,Everyone,Personalization,2014-08-05,3,4.0.3 and up,100000,True
10473,osmino Wi-Fi: free WiFi,TOOLS,4.2,134203,4.1,"10,000,000+",Free,0.0,Everyone,Tools,2018-08-07,6,4.4 and up,10000000,False
10474,Sat-Fi Voice,COMMUNICATION,3.4,37,14.0,"1,000+",Free,0.0,Everyone,Communication,2014-11-21,2,2.2 and up,1000,False
10475,Wi-Fi Visualizer,TOOLS,3.9,132,2.6,"50,000+",Free,0.0,Everyone,Tools,2017-05-17,0,2.3 and up,50000,False
10476,Lennox iComfort Wi-Fi,LIFESTYLE,3.0,552,7.6,"50,000+",Free,0.0,Everyone,Lifestyle,2017-03-22,2,2.3.3 and up,50000,False
10477,Sci-Fi Sounds and Ringtones,PERSONALIZATION,3.6,128,11.0,"10,000+",Free,0.0,Everyone,Personalization,2017-09-27,4,4.0 and up,10000,False
10478,Sci Fi Sounds,FAMILY,3.2,4,8.0,"1,000+",Free,0.0,Everyone,Entertainment,2017-11-02,1,4.0 and up,1000,False
10479,Free Wi-fi HotspoT,COMMUNICATION,4.1,382,2.3,"50,000+",Free,0.0,Everyone,Communication,2018-07-20,2,4.0 and up,50000,False
